BWA US Equity,,99724106
NDSN US Equity,,655663102
JKHY US Equity,,426281101
CPT US Equity,,133131102
TPL US Equity,,88262P102
EQT US Equity,,26884L109
HRL US Equity,,440452100
MAS US Equity,,574599106
JNPR US Equity,,48203R104
CSL US Equity,,142339100
CUBE US Equity,,229663109
CPB US Equity,,134429109
TTC US Equity,,891092108
SNAP US Equity,,83304A106
CE US Equity,,150870103
JBL US Equity,,466313103
RPM US Equity,,749685103
WTRG US Equity,,29670G102
REXR US Equity,,76169C100
SCI US Equity,,817565104
ROL US Equity,,775711104
WYNN US Equity,,983134107
REG US Equity,,758849103
WSO US Equity,,942622200
PEN US Equity,,70975L107
UTHR US Equity,,91307C102
TWLO US Equity,,90138F102
CRL US Equity,,159864107
BJ US Equity,,05550J101
DELL US Equity,,24703L202
MTCH US Equity,,57667L107
CCL US Equity,,143658300
COIN US Equity,,19260Q107
CHK US Equity,,165167735
FND US Equity,,339750101
BIO US Equity,,90572207
FCNCA US Equity,,31946M103
EMN US Equity,,277432100
CDAY US Equity,,15677J108
NBIX US Equity,,64125C109
FOXA US Equity,,35137L105
LBRDK US Equity,,530307305
VST US Equity,,92840M102
GEN US Equity,,668771108
TPR US Equity,,876030107
MTN US Equity,,91879Q109
OVV US Equity,,69047Q102
TAP US Equity,,60871R209
QRVO US Equity,,74736K101
PFGC US Equity,,71377A103
U US Equity,,91332U101
DAR US Equity,,237266101
CCK US Equity,,228368106
MANH US Equity,,562750109
CLF US Equity,,185899101
FHN US Equity,,320517105
RGEN US Equity,,759916109
RIVN US Equity,,76954A103
MASI US Equity,,574795100
GL US Equity,,3.80E+106
CZR US Equity,,12769G100
AAL US Equity,,02376R102
LECO US Equity,,533900106
BSY US Equity,,08265T208
EQH US Equity,,2.95E+105
ARMK US Equity,,03852U106
OC US Equity,,690742101
ZS US Equity,,98980G102
FNF US Equity,,31620R303
AMH US Equity,,02665T306
RGLD US Equity,,780287108
SWAV US Equity,,82489T104
PNW US Equity,,723484101
RGA US Equity,,759351604
RNR US Equity,,#N/A N/A
DT US Equity,,268150109
ALLE US Equity,,#N/A N/A
NLY US Equity,,35710839
AFG US Equity,,25932104
RRX US Equity,,758750103
LAMR US Equity,,512816109
FFIV US Equity,,315616102
PNR US Equity,,#N/A N/A
JAZZ US Equity,,#N/A N/A
XRAY US Equity,,24906P109
KNX US Equity,,499049104
CHDN US Equity,,171484108
WSC US Equity,,971378104
BKI US Equity,,09215C105
HII US Equity,,446413106
AOS US Equity,,831865209
CASY US Equity,,147528103
CHE US Equity,,16359R103
G US Equity,,#N/A N/A
BRKR US Equity,,116794108
NRG US Equity,,629377508
BBWI US Equity,,70830104
BEN US Equity,,354613101
UHS US Equity,,913903100
LEA US Equity,,521865204
FRT US Equity,,313745101
CGNX US Equity,,192422103
PCTY US Equity,,70438V106
NWSA US Equity,,65249B109
WEX US Equity,,96208T104
WSM US Equity,,969904101
OLN US Equity,,680665205
DKS US Equity,,253393102
ZI US Equity,,98980F104
TW US Equity,,892672106
AGCO US Equity,,1084102
IBKR US Equity,,45841N107
ROKU US Equity,,77543R102
RHI US Equity,,770323103
WRK US Equity,,96145D105
LII US Equity,,526107107
VFC US Equity,,918204108
GPK US Equity,,388689101
ATR US Equity,,38336103
BILL US Equity,,90043100
KBR US Equity,,48242W106
NNN US Equity,,637417106
OGE US Equity,,670837103
CG US Equity,,14316J108
HR US Equity,,42226K105
DCI US Equity,,257651109
CIEN US Equity,,171779309
BXP US Equity,,101121101
USFD US Equity,,912008109
FBIN US Equity,,34964C106
COLD US Equity,,03064D108
TXRH US Equity,,882681109
EWBC US Equity,,27579R104
CROX US Equity,,227046109
MIDD US Equity,,596278101
APLS US Equity,,03753U106
TTEK US Equity,,88162G103
PSTG US Equity,,74624M102
IVZ US Equity,,#N/A N/A
UGI US Equity,,902681105
EME US Equity,,29084Q100
ALLY US Equity,,02005N100
ARW US Equity,,42735100
WOLF US Equity,,977852102
WHR US Equity,,963320106
NOV US Equity,,62955J103
AAP US Equity,,00751Y106
AA US Equity,,13872106
ST US Equity,,#N/A N/A
SAIA US Equity,,78709Y105
BERY US Equity,,08579W103
EGP US Equity,,277276101
DKNG US Equity,,26142V105
Z US Equity,,98954M200
CACI US Equity,,127190304
CLH US Equity,,184496107
VOYA US Equity,,929089100
NVT US Equity,,#N/A N/A
SEIC US Equity,,784117103
WCC US Equity,,95082P105
INSP US Equity,,457730109
AZPN US Equity,,29109X106
KNSL US Equity,,49714P108
NVCR US Equity,,#N/A N/A
ORI US Equity,,680223104
HAS US Equity,,418056107
FR US Equity,,32054K103
NATI US Equity,,636518102
ITT US Equity,,45073V108
SEE US Equity,,81211K100
ACHC US Equity,,00404A109
IRDM US Equity,,46269C102
DINO US Equity,,403949100
CW US Equity,,231561101
UNM US Equity,,91529Y106
AXTA US Equity,,#N/A N/A
THC US Equity,,88033G407
FCN US Equity,,302941109
OHI US Equity,,681936100
PLNT US Equity,,72703H101
SKX US Equity,,830566105
JLL US Equity,,48020Q107
WBS US Equity,,947890109
GNTX US Equity,,371901109
EXEL US Equity,,30161Q104
GNRC US Equity,,368736104
RBC US Equity,,75524B104
OLED US Equity,,91347P105
TOL US Equity,,889478103
NVST US Equity,,29415F104
LSTR US Equity,,515098101
LFUS US Equity,,537008104
NXST US Equity,,65336K103
VMI US Equity,,920253101
PRI US Equity,,74164M108
BLD US Equity,,89055F103
AIZ US Equity,,04621X108
GWRE US Equity,,40171V100
INGR US Equity,,457187102
MAT US Equity,,577081102
RRC US Equity,,75281A109
PDCE US Equity,,69327R101
CBSH US Equity,,200525103
BRX US Equity,,11120U105
TPX US Equity,,88023U101
LAD US Equity,,536797103
AR US Equity,,03674X106
EHC US Equity,,29261A100
VVV US Equity,,92047W101
SITE US Equity,,82982L103
NYT US Equity,,650111107
COUP US Equity,,22266L106
MDU US Equity,,552690109
GXO US Equity,,36262G101
CFR US Equity,,229899109
PII US Equity,,731068102
HOOD US Equity,,770700102
OGN US Equity,,68622V106
WMS US Equity,,00790R104
ERIE US Equity,,29530P102
AQUA US Equity,,30057T105
LNTH US Equity,,516544103
ADC US Equity,,8492100
WH US Equity,,98311A105
SF US Equity,,860630102
SAIC US Equity,,808625107
MTDR US Equity,,576485205
SON US Equity,,835495102
GME US Equity,,36467W109
BC US Equity,,117043109
MUR US Equity,,626717102
SWN US Equity,,845467109
STAG US Equity,,85254J102
NYCB US Equity,,649445103
SIGI US Equity,,816300107
NTNX US Equity,,67059N108
DXC US Equity,,23355L106
PVH US Equity,,693656100
UNVR US Equity,,91336L107
BWXT US Equity,,05605H100
CPRI US Equity,,#N/A N/A
NCLH US Equity,,#N/A N/A
PLUG US Equity,,72919P202
AGNC US Equity,,00123Q104
AGL US Equity,,00857U107
RLI US Equity,,749607107
CMA US Equity,,200340107
CHRD US Equity,,674215207
CHX US Equity,,15872M104
MTZ US Equity,,576323109
SMAR US Equity,,83200N103
MKSI US Equity,,55306N104
LNW US Equity,,80874P109
CMC US Equity,,201723103
HXL US Equity,,428291108
IDA US Equity,,451107106
CRUS US Equity,,172755100
WWD US Equity,,980745103
FAF US Equity,,31847R102
DBX US Equity,,26210C104
X US Equity,,912909108
TREX US Equity,,89531P105
FYBR US Equity,,35909D109
ALK US Equity,,11659109
FLO US Equity,,343498101
WING US Equity,,974155103
MHK US Equity,,608190104
SPSC US Equity,,78463M107
SRC US Equity,,84860W300
AIRC US Equity,,03750L109
NTRA US Equity,,632307104
MUSA US Equity,,626755102
IAA US Equity,,449253103
SLAB US Equity,,826919102
RMBS US Equity,,750917106
TOST US Equity,,888787108
NJR US Equity,,646025106
PB US Equity,,743606105
AN US Equity,,05329W102
NOVT US Equity,,67000B104
HRB US Equity,,93671105
ASO US Equity,,00402L107
EXP US Equity,,26969P108
MPW US Equity,,58463J304
NFG US Equity,,636180101
AMG US Equity,,8252108
ENSG US Equity,,29358P101
OSK US Equity,,688239201
MORN US Equity,,617700109
OSH US Equity,,67181A107
TRNO US Equity,,88146M101
EEFT US Equity,,298736109
SSB US Equity,,840441109
UHAL/B US Equity,,23586506
STWD US Equity,,85571B105
AYI US Equity,,00508Y102
AIT US Equity,,03820C105
ATKR US Equity,,47649108
TENB US Equity,,88025T102
EXLS US Equity,,302081104
H US Equity,,448579102
PBF US Equity,,69318G106
TKR US Equity,,887389104
IONS US Equity,,462222100
ITCI US Equity,,46116X101
FIVN US Equity,,338307101
ASH US Equity,,44186104
PATH US Equity,,90364P105
LCID US Equity,,549498103
DLB US Equity,,25659T107
M US Equity,,55616P104
KRTX US Equity,,48576A100
ATI US Equity,,01741R102
EXPO US Equity,,30214U102
JEF US Equity,,47233W109
HALO US Equity,,40637H109
HOG US Equity,,412822108
MMS US Equity,,577933104
HQY US Equity,,42226A107
NSIT US Equity,,45765U103
PRGO US Equity,,#N/A N/A
OPCH US Equity,,68404L201
FOXF US Equity,,35138V102
MSA US Equity,,553498106
RYN US Equity,,754907103
OWL US Equity,,09581B103
GTLS US Equity,,16115Q308
TXG US Equity,,88025U109
RHP US Equity,,78377T107
DTM US Equity,,23345M107
ALKS US Equity,,#N/A N/A
POST US Equity,,737446104
SMCI US Equity,,86800U104
NWL US Equity,,651229106
HUN US Equity,,447011107
FIX US Equity,,199908104
UBSI US Equity,,909907107
PENN US Equity,,707569109
UFPI US Equity,,90278Q108
SSD US Equity,,829073105
FOX US Equity,,35137L204
VAC US Equity,,57164Y107
POWI US Equity,,739276103
CC US Equity,,163851108
QDEL US Equity,,219798105
POR US Equity,,736508847
ABG US Equity,,43436104
ZION US Equity,,989701107
KRG US Equity,,49803T300
GMED US Equity,,379577208
BRBR US Equity,,07831C103
WK US Equity,,98139A105
ELAN US Equity,,28414H103
MEDP US Equity,,58506Q109
DEN US Equity,,24790A101
BFAM US Equity,,109194100
SNX US Equity,,87162W100
RL US Equity,,751212101
OGS US Equity,,68235P108
GBCI US Equity,,37637Q105
WWE US Equity,,98156Q108
SOFI US Equity,,83406F102
LSXMK US Equity,,531229607
WU US Equity,,959802109
BYD US Equity,,103304101
NSP US Equity,,45778Q107
MMSI US Equity,,589889104
WTS US Equity,,942749102
QLYS US Equity,,74758T303
WTFC US Equity,,97650W108
SLGN US Equity,,827048109
AJRD US Equity,,7800105
HLI US Equity,,441593100
CNXC US Equity,,20602D101
MTH US Equity,,59001A102
BKH US Equity,,92113109
WFRD US Equity,,#N/A N/A
FLS US Equity,,34354P105
HE US Equity,,419870100
BPOP US Equity,,733174700
RIG US Equity,,#N/A N/A
RH US Equity,,74967X103
FLR US Equity,,343412102
CWST US Equity,,147448104
HAE US Equity,,405024100
ELF US Equity,,26856L103
DVA US Equity,,23918K108
ESTC US Equity,,#N/A N/A
CBT US Equity,,127055101
LEG US Equity,,524660107
AXS US Equity,,#N/A N/A
CHH US Equity,,169905106
CABO US Equity,,12685J105
FFIN US Equity,,32020R109
KEX US Equity,,497266106
THG US Equity,,410867105
PNM US Equity,,69349H107
VNT US Equity,,928881101
ESNT US Equity,,#N/A N/A
IART US Equity,,457985208
VC US Equity,,92839U206
SYNH US Equity,,87166B102
R US Equity,,783549108
THO US Equity,,885160101
AL US Equity,,00912X302
ALSN US Equity,,01973R101
ONTO US Equity,,683344105
HOMB US Equity,,436893200
BCPC US Equity,,57665200
ORA US Equity,,686688102
OMF US Equity,,68268W103
SNV US Equity,,87161C501
NE US Equity,,#N/A N/A
TDC US Equity,,88076W103
MTG US Equity,,552848103
COHR US Equity,,19247G107
CAR US Equity,,53774105
AAON US Equity,,360206
COTY US Equity,,222070203
ESI US Equity,,28618M106
AIMC US Equity,,02208R106
RUN US Equity,,86771W105
AVT US Equity,,53807103
RXDX US Equity,,74349U108
FNB US Equity,,302520101
ONB US Equity,,680033107
PCH US Equity,,737630103
IAC US Equity,,44891N208
ICUI US Equity,,44930G107
MAN US Equity,,56418H100
SYNA US Equity,,87157D109
NEWR US Equity,,64829B100
APG US Equity,,00187Y100
ACLS US Equity,,54540208
LANC US Equity,,513847103
SRCL US Equity,,858912108
GATX US Equity,,361448103
ACI US Equity,,13091103
TDOC US Equity,,87918A105
HGV US Equity,,43283X105
PNFP US Equity,,72346Q104
MGY US Equity,,559663109
LTHM US Equity,,53814L108
TMHC US Equity,,87724P106
MSM US Equity,,553530106
FL US Equity,,344849104
SWX US Equity,,844895102
PINC US Equity,,74051N102
PCOR US Equity,,74275K108
UMPQ US Equity,,904214103
IRTC US Equity,,450056106
VRT US Equity,,92537N108
ASGN US Equity,,00191U102
HL US Equity,,422704106
SKY US Equity,,830830105
CADE US Equity,,12740C103
TGNA US Equity,,87901J105
OZK US Equity,,06417N103
WMG US Equity,,934550203
ALE US Equity,,18522300
ISEE US Equity,,46583P102
WEN US Equity,,95058W100
KRC US Equity,,49427F108
RITM US Equity,,64828T201
ALTR US Equity,,21369103
NYMT US Equity,,649604840
FOUR US Equity,,82452J109
WLK US Equity,,960413102
CIVI US Equity,,17888H103
FN US Equity,,#N/A N/A
SPR US Equity,,848574109
MLI US Equity,,624756102
DIOD US Equity,,254543101
KMPR US Equity,,488401100
OLLI US Equity,,681116109
TRTN US Equity,,#N/A N/A
AVNT US Equity,,05368V106
PECO US Equity,,71844V201
LPX US Equity,,546347105
NSA US Equity,,637870106
SMPL US Equity,,82900L102
VLY US Equity,,919794107
SM US Equity,,78454L100
AMN US Equity,,1744101
SFM US Equity,,85208M102
DUOL US Equity,,26603R106
CELH US Equity,,15118V207
IRT US Equity,,45378A106
MAXR US Equity,,57778K105
EVR US Equity,,29977A105
BOX US Equity,,10316T104
LOPE US Equity,,38526M106
XPO US Equity,,983793100
HEI US Equity,,422806109
RDN US Equity,,750236101
FUL US Equity,,359694106
FCFS US Equity,,33768G107
HP US Equity,,423452101
BLKB US Equity,,09227Q100
JHG US Equity,,#N/A N/A
BMI US Equity,,56525108
SR US Equity,,84857L101
FHI US Equity,,314211103
RYAN US Equity,,78351F107
EPRT US Equity,,2.97E+111
PTCT US Equity,,69366J200
OI US Equity,,67098H104
ENV US Equity,,29404K106
NWE US Equity,,668074305
AWR US Equity,,29899101
FELE US Equity,,353514102
